Order ID,Order Date,Category,Sales,Profit,Region
CA-2016-169194,2016-06-20,Technology,21.8,6.104,East
CA-2015-115742,2015-04-18,Office Supplies,38.22,17.9634,Central
CA-2015-115742,2015-04-18,Office Supplies,75.18,35.3346,Central
CA-2015-115742,2015-04-18,Furniture,6.16,2.9568,Central
CA-2015-115742,2015-04-18,Furniture,89.99,17.0981,Central
CA-2016-105816,2016-12-11,Office Supplies,15.26,6.2566,East
CA-2016-105816,2016-12-11,Technology,1029.95,298.6855,East
CA-2016-111682,2016-06-17,Office Supplies,208.56,52.14,East
CA-2016-111682,2016-06-17,Office Supplies,32.4,15.552,East
CA-2016-111682,2016-06-17,Furniture,319.41,7.098,East
CA-2016-111682,2016-06-17,Office Supplies,14.56,6.9888,East
CA-2016-111682,2016-06-17,Technology,30.0,3.3,East
CA-2016-111682,2016-06-17,Office Supplies,48.48,16.362,East
CA-2016-111682,2016-06-17,Office Supplies,1.68,0.84,East
CA-2015-135545,2015-11-24,Technology,13.98,6.1512,West
CA-2015-135545,2015-11-24,Office Supplies,25.824,9.3612,West
CA-2015-135545,2015-11-24,Office Supplies,146.73,68.9631,West
CA-2015-135545,2015-11-24,Furniture,79.76,22.3328,West
US-2015-164175,2015-04-30,Furniture,213.115,-15.2225,Central
CA-2014-106376,2014-12-05,Office Supplies,1113.024,111.3024,West
CA-2014-106376,2014-12-05,Technology,167.968,62.988,West
CA-2016-119823,2016-06-04,Office Supplies,75.88,35.6636,South
CA-2016-106075,2016-09-18,Office Supplies,4.616,1.731,East
CA-2017-114440,2017-09-14,Office Supplies,19.05,8.763,Central
US-2015-134026,2015-04-26,Furniture,831.936,-114.3912,South
US-2015-134026,2015-04-26,Furniture,97.04,1.213,South
US-2015-134026,2015-04-26,Office Supplies,72.784,-18.196,South
US-2017-118038,2017-12-09,Office Supplies,1.248,-1.9344,Central
US-2017-118038,2017-12-09,Furniture,9.708,-5.8248,Central
US-2017-118038,2017-12-09,Office Supplies,27.24,2.724,Central
US-2014-147606,2014-11-26,Furniture,19.3,-14.475,Central
CA-2016-127208,2016-06-12,Office Supplies,208.16,56.2032,South
CA-2016-127208,2016-06-12,Office Supplies,16.74,8.0352,South
CA-2014-139451,2014-10-12,Office Supplies,14.9,4.172,West
CA-2014-139451,2014-10-12,Office Supplies,21.39,6.2031,West
CA-2015-149734,2015-09-03,Office Supplies,200.984,62.8075,South
US-2017-119662,2017-11-13,Office Supplies,230.376,-48.9549,Central
CA-2017-140088,2017-05-28,Furniture,301.96,33.2156,South
CA-2017-155558,2017-10-26,Technology,19.99,6.7966,Central
CA-2017-155558,2017-10-26,Office Supplies,6.16,2.9568,Central
CA-2016-159695,2016-04-05,Office Supplies,158.368,13.8572,Central
CA-2016-109806,2016-09-17,Office Supplies,20.1,6.633,West
CA-2016-109806,2016-09-17,Technology,73.584,8.2782,West
CA-2016-109806,2016-09-17,Office Supplies,6.48,3.1104,West
CA-2015-149587,2015-01-31,Office Supplies,12.96,6.2208,Central
CA-2015-149587,2015-01-31,Furniture,53.34,16.5354,Central
CA-2015-149587,2015-01-31,Office Supplies,32.96,16.1504,Central
US-2017-109484,2017-11-06,Office Supplies,5.682,-3.788,West
CA-2017-161018,2017-11-09,Furniture,96.53,40.5426,East
CA-2017-157833,2017-06-17,Office Supplies,51.312,17.9592,West
CA-2016-149223,2016-09-06,Office Supplies,77.88,22.5852,Central
CA-2016-158568,2016-08-29,Office Supplies,64.624,22.6184,Central
CA-2016-158568,2016-08-29,Technology,95.976,-10.7973,Central
CA-2016-158568,2016-08-29,Office Supplies,1.788,-3.0396,Central
CA-2016-129903,2016-12-01,Office Supplies,23.92,11.7208,Central
US-2015-156867,2015-11-13,Technology,238.896,-26.8758,West
US-2015-156867,2015-11-13,Furniture,102.36,-3.8385,West
US-2015-156867,2015-11-13,Office Supplies,36.882,-25.8174,West
CA-2017-119004,2017-11-23,Technology,74.112,17.6016,South
CA-2017-119004,2017-11-23,Technology,27.992,2.0994,South
CA-2017-119004,2017-11-23,Office Supplies,3.304,1.0738,South
CA-2015-129476,2015-10-15,Technology,339.96,67.992,Central
CA-2017-146780,2017-12-25,Furniture,41.96,10.9096,East
CA-2016-128867,2016-11-03,Office Supplies,75.96,22.788,Central
CA-2016-128867,2016-11-03,Office Supplies,27.24,13.3476,Central
CA-2014-115259,2014-08-25,Office Supplies,40.096,14.5348,East
CA-2014-115259,2014-08-25,Office Supplies,4.72,1.652,East
CA-2014-115259,2014-08-25,Office Supplies,23.976,7.4925,East
CA-2014-115259,2014-08-25,Office Supplies,130.464,44.0316,East
CA-2015-110457,2015-03-02,Furniture,787.53,165.3813,West
US-2015-136476,2015-04-05,Office Supplies,157.794,-115.7156,South
CA-2016-103730,2016-06-12,Furniture,47.04,18.3456,East
CA-2016-103730,2016-06-12,Office Supplies,30.84,13.878,East
CA-2016-103730,2016-06-12,Office Supplies,226.56,63.4368,East
CA-2016-103730,2016-06-12,Office Supplies,115.02,51.759,East
CA-2016-103730,2016-06-12,Technology,68.04,19.7316,East
US-2014-152030,2014-12-26,Furniture,600.558,-8.5794,Central
US-2014-134614,2014-09-20,Furniture,617.7,-407.682,Central
US-2017-107272,2017-11-05,Office Supplies,2.388,-1.8308,West
US-2017-107272,2017-11-05,Office Supplies,243.992,30.499,West
US-2016-125969,2016-11-06,Furniture,81.424,-9.1602,West
US-2016-125969,2016-11-06,Furniture,238.56,26.2416,West
US-2017-164147,2017-02-02,Technology,59.97,-11.994,East
US-2017-164147,2017-02-02,Office Supplies,78.304,29.364,East
US-2017-164147,2017-02-02,Office Supplies,21.456,6.9732,East
CA-2016-145583,2016-10-13,Office Supplies,20.04,9.6192,West
CA-2016-145583,2016-10-13,Office Supplies,35.44,16.6568,West
CA-2016-145583,2016-10-13,Office Supplies,11.52,3.456,West
CA-2016-145583,2016-10-13,Office Supplies,4.02,1.9698,West
CA-2016-145583,2016-10-13,Office Supplies,76.176,26.6616,West
CA-2016-145583,2016-10-13,Office Supplies,65.88,18.4464,West
CA-2016-145583,2016-10-13,Furniture,43.12,20.6976,West
CA-2016-110366,2016-09-05,Furniture,82.8,10.35,East
CA-2017-106180,2017-09-18,Office Supplies,8.82,2.3814,West
CA-2017-106180,2017-09-18,Office Supplies,10.86,5.1042,West
CA-2017-106180,2017-09-18,Office Supplies,143.7,68.976,West
CA-2017-155376,2017-12-22,Office Supplies,839.43,218.2518,Central
CA-2015-110744,2015-09-07,Office Supplies,671.93,20.1579,West
CA-2014-110072,2014-10-22,Furniture,93.888,12.9096,East
CA-2016-114489,2016-12-05,Technology,384.45,103.8015,Central
CA-2016-114489,2016-12-05,Technology,149.97,5.9988,Central
CA-2016-114489,2016-12-05,Furniture,1951.84,585.552,Central
CA-2016-114489,2016-12-05,Office Supplies,171.55,80.6285,Central
CA-2016-158834,2016-03-13,Office Supplies,157.92,17.766,West
CA-2016-158834,2016-03-13,Technology,203.184,15.2388,West
CA-2015-124919,2015-05-31,Office Supplies,58.38,26.271,West
CA-2015-124919,2015-05-31,Office Supplies,105.52,48.5392,West
CA-2015-124919,2015-05-31,Office Supplies,80.88,21.0288,West
CA-2015-118948,2015-05-28,Office Supplies,6.63,1.7901,West
CA-2014-104269,2014-03-01,Furniture,457.568,51.4764,West
CA-2016-114104,2016-11-20,Office Supplies,14.62,6.8714,Central
CA-2016-114104,2016-11-20,Technology,944.93,236.2325,Central
CA-2016-162733,2016-05-11,Office Supplies,5.98,2.691,West
CA-2015-119697,2015-12-28,Technology,54.384,1.3596,East
CA-2016-154508,2016-11-16,Office Supplies,28.4,13.348,West
CA-2016-113817,2016-11-07,Office Supplies,27.68,9.688,West
CA-2014-139892,2014-09-08,Office Supplies,9.936,2.7324,Central
CA-2014-139892,2014-09-08,Technology,8159.952,-1359.992,Central
CA-2014-139892,2014-09-08,Office Supplies,275.928,-58.6347,Central
CA-2014-139892,2014-09-08,Furniture,1740.06,-24.858,Central
CA-2014-139892,2014-09-08,Office Supplies,32.064,6.8136,Central
CA-2014-139892,2014-09-08,Office Supplies,177.98,-453.849,Central
CA-2014-139892,2014-09-08,Technology,143.976,8.9985,Central
CA-2014-118962,2014-08-05,Office Supplies,20.94,9.8418,West
CA-2014-118962,2014-08-05,Office Supplies,110.96,53.2608,West
CA-2014-118962,2014-08-05,Furniture,340.144,21.259,West
US-2014-100853,2014-09-14,Office Supplies,52.448,-131.12,Central
US-2014-100853,2014-09-14,Office Supplies,20.16,6.552,Central
US-2017-152366,2017-04-21,Office Supplies,97.264,-243.16,Central
US-2015-101511,2015-11-21,Furniture,396.802,-11.3372,East
US-2015-101511,2015-11-21,Office Supplies,15.88,-3.7715,East
CA-2015-137225,2015-12-15,Office Supplies,3.28,1.4104,East
CA-2014-166191,2014-12-05,Office Supplies,24.816,1.8612,Central
CA-2014-166191,2014-12-05,Technology,408.744,76.6395,Central
CA-2014-158274,2014-11-19,Technology,503.96,131.0296,South
CA-2014-158274,2014-11-19,Technology,149.95,41.986,South
CA-2014-158274,2014-11-19,Technology,29.0,7.25,South
CA-2016-105018,2016-11-28,Office Supplies,7.16,3.4368,East
CA-2014-123260,2014-08-26,Technology,176.8,22.984,West
CA-2016-157000,2016-07-16,Office Supplies,37.224,3.7224,Central
CA-2016-157000,2016-07-16,Office Supplies,20.016,6.255,Central
CA-2015-102281,2015-10-12,Furniture,899.136,112.392,East
CA-2015-102281,2015-10-12,Technology,71.76,20.0928,East
CA-2015-102281,2015-10-12,Office Supplies,51.84,24.8832,East
CA-2015-102281,2015-10-12,Furniture,626.352,46.9764,East
CA-2015-102281,2015-10-12,Office Supplies,19.9,6.567,East
CA-2015-131457,2015-10-31,Office Supplies,14.28,6.7116,West
CA-2014-140004,2014-03-21,Office Supplies,7.408,1.2038,East
CA-2014-140004,2014-03-21,Office Supplies,6.048,1.5876,East
CA-2017-107720,2017-11-06,Office Supplies,46.26,12.0276,East
US-2017-124303,2017-07-06,Office Supplies,2.946,-2.2586,East
US-2017-124303,2017-07-06,Office Supplies,16.056,5.8203,East
CA-2017-105074,2017-06-24,Office Supplies,21.744,6.795,East
CA-2014-133690,2014-08-03,Furniture,218.75,-161.875,West
CA-2014-133690,2014-08-03,Office Supplies,2.6,0.2925,West
US-2017-116701,2017-12-17,Office Supplies,66.284,-178.9668,Central
CA-2017-126382,2017-06-03,Furniture,35.168,9.6712,South
CA-2017-108329,2017-12-09,Technology,444.768,44.4768,West
CA-2017-135860,2017-12-01,Office Supplies,83.92,5.8744,Central
CA-2017-135860,2017-12-01,Technology,131.98,35.6346,Central
CA-2017-135860,2017-12-01,Office Supplies,15.92,7.4824,Central
CA-2017-135860,2017-12-01,Office Supplies,52.29,16.2099,Central
CA-2017-135860,2017-12-01,Office Supplies,91.99,3.6796,Central
CA-2015-101007,2015-02-09,Technology,20.8,6.5,Central
CA-2015-146262,2015-01-02,Office Supplies,23.68,8.88,East
CA-2015-146262,2015-01-02,Furniture,452.45,-244.323,East
CA-2015-146262,2015-01-02,Technology,62.982,-14.6958,East
CA-2015-146262,2015-01-02,Technology,1188.0,-950.4,East
CA-2015-146262,2015-01-02,Technology,89.584,4.4792,East
CA-2016-130162,2016-10-28,Office Supplies,93.06,26.0568,West
CA-2016-130162,2016-10-28,Technology,302.376,22.6782,West
CA-2015-169397,2015-12-24,Office Supplies,5.584,1.8148,East
CA-2015-169397,2015-12-24,Office Supplies,22.704,8.2302,East
CA-2015-169397,2015-12-24,Office Supplies,19.776,-13.8432,East
CA-2015-169397,2015-12-24,Furniture,72.704,19.0848,East
CA-2015-169397,2015-12-24,Technology,479.988,-383.9904,East
CA-2015-169397,2015-12-24,Office Supplies,27.168,2.7168,East
CA-2015-163055,2015-08-09,Office Supplies,2.2,0.968,Central
CA-2015-163055,2015-08-09,Furniture,622.45,136.939,Central
CA-2015-163055,2015-08-09,Office Supplies,21.98,0.2198,Central
US-2015-145436,2015-02-28,Furniture,161.568,-28.2744,South
US-2015-145436,2015-02-28,Furniture,389.696,43.8408,South
US-2014-156216,2014-09-13,Office Supplies,18.648,-12.432,South
US-2017-100930,2017-04-07,Furniture,233.86,-102.048,South
US-2017-100930,2017-04-07,Furniture,620.6145,-248.2458,South
US-2017-100930,2017-04-07,Office Supplies,5.328,-3.552,South
US-2017-100930,2017-04-07,Furniture,258.072,0.0,South
US-2017-100930,2017-04-07,Technology,617.976,-7.7247,South
CA-2017-160514,2017-11-12,Office Supplies,10.56,4.752,West
CA-2016-157749,2016-06-04,Office Supplies,25.92,9.396,Central
CA-2016-157749,2016-06-04,Furniture,419.68,-356.728,Central
CA-2016-157749,2016-06-04,Furniture,11.688,-4.6752,Central
CA-2016-157749,2016-06-04,Technology,31.984,11.1944,Central
CA-2016-157749,2016-06-04,Furniture,177.225,-120.513,Central
CA-2016-157749,2016-06-04,Furniture,4.044,-2.8308,Central
CA-2016-157749,2016-06-04,Office Supplies,7.408,1.2038,Central
CA-2014-131926,2014-06-01,Furniture,2001.86,580.5394,Central
CA-2014-131926,2014-06-01,Office Supplies,166.72,41.68,Central
CA-2014-131926,2014-06-01,Office Supplies,47.88,23.94,Central
CA-2014-131926,2014-06-01,Office Supplies,1503.25,496.0725,Central
CA-2014-131926,2014-06-01,Office Supplies,25.92,12.4416,Central
CA-2016-154739,2016-12-10,Furniture,321.568,28.1372,West
CA-2016-145625,2016-09-11,Office Supplies,7.61,3.5767,West
CA-2016-145625,2016-09-11,Technology,3347.37,636.0003,West
CA-2016-146941,2016-12-10,Office Supplies,80.58,22.5624,East
CA-2016-146941,2016-12-10,Office Supplies,361.92,162.864,East
US-2015-159982,2015-11-28,Furniture,12.132,-8.4924,Central
US-2015-159982,2015-11-28,Office Supplies,82.368,-19.5624,Central
US-2015-159982,2015-11-28,Office Supplies,53.92,4.044,Central
US-2015-159982,2015-11-28,Technology,647.904,56.6916,Central
CA-2017-163139,2017-12-01,Technology,20.37,6.9258,East
CA-2017-163139,2017-12-01,Office Supplies,221.55,6.6465,East
CA-2017-163139,2017-12-01,Office Supplies,17.52,6.132,East
US-2017-155299,2017-06-08,Office Supplies,1.624,-4.466,Central
US-2014-106992,2014-09-19,Technology,3059.982,-509.997,Central
US-2014-106992,2014-09-19,Technology,2519.958,-251.9958,Central
CA-2016-125318,2016-06-06,Technology,328.224,28.7196,Central
CA-2015-155040,2015-11-10,Technology,79.9,35.156,West
CA-2017-136826,2017-06-16,Office Supplies,14.016,4.7304,South
CA-2016-111010,2016-01-22,Office Supplies,7.56,0.3024,East
US-2017-145366,2017-12-09,Office Supplies,37.208,-7.4416,East
US-2017-145366,2017-12-09,Office Supplies,57.576,21.591,East
CA-2017-163979,2017-12-28,Office Supplies,725.84,210.4936,West
CA-2015-155334,2015-07-30,Technology,209.93,92.3692,West
CA-2015-155334,2015-07-30,Furniture,5.28,2.3232,West
CA-2015-155334,2015-07-30,Office Supplies,10.92,4.095,West
CA-2017-118136,2017-09-16,Office Supplies,8.82,4.0572,West
CA-2017-118136,2017-09-16,Office Supplies,5.98,1.5548,West
CA-2017-132976,2017-10-13,Office Supplies,11.648,4.0768,East
CA-2017-132976,2017-10-13,Office Supplies,18.176,5.9072,East
CA-2017-132976,2017-10-13,Office Supplies,59.712,5.9712,East
CA-2017-132976,2017-10-13,Office Supplies,24.84,8.694,East
US-2015-161991,2015-09-26,Office Supplies,2.08,-3.432,Central
US-2015-161991,2015-09-26,Technology,1114.4,376.11,Central
CA-2015-130890,2015-11-02,Furniture,1038.84,51.942,West
CA-2015-130883,2015-09-26,Office Supplies,141.76,47.844,West
CA-2015-130883,2015-09-26,Technology,239.8,47.96,West
CA-2015-130883,2015-09-26,Office Supplies,31.104,10.8864,West
CA-2016-112697,2016-12-18,Office Supplies,254.058,-169.372,South
CA-2016-112697,2016-12-18,Office Supplies,194.528,24.316,South
CA-2016-112697,2016-12-18,Office Supplies,961.48,-204.3145,South
CA-2016-110772,2016-11-20,Office Supplies,19.096,6.6836,East
CA-2016-110772,2016-11-20,Office Supplies,18.496,6.2424,East
CA-2016-110772,2016-11-20,Technology,255.984,54.3966,East
CA-2016-110772,2016-11-20,Furniture,86.97,-48.7032,East
CA-2014-111451,2014-12-26,Furniture,300.416,78.8592,West
CA-2014-111451,2014-12-26,Furniture,230.352,20.1558,West
CA-2014-111451,2014-12-26,Furniture,218.352,-24.5646,West
CA-2014-111451,2014-12-26,Office Supplies,78.6,-62.88,West
CA-2014-111451,2014-12-26,Office Supplies,27.552,9.2988,West
CA-2016-142545,2016-10-28,Office Supplies,32.4,15.552,East
CA-2016-142545,2016-10-28,Office Supplies,1082.48,10.8248,East
CA-2016-142545,2016-10-28,Office Supplies,56.91,27.3168,East
CA-2016-142545,2016-10-28,Furniture,77.6,38.024,East
CA-2016-142545,2016-10-28,Office Supplies,14.28,6.5688,East
US-2017-152380,2017-11-19,Furniture,219.075,-131.445,Central
CA-2015-144253,2015-05-04,Furniture,26.8,12.864,East
CA-2014-130960,2014-12-30,Office Supplies,9.84,2.8536,Central
CA-2014-111003,2014-06-01,Office Supplies,45.48,20.9208,East
CA-2014-111003,2014-06-01,Office Supplies,289.2,83.868,East
CA-2017-126774,2017-04-15,Office Supplies,4.89,2.0049,South
CA-2016-142902,2016-09-12,Furniture,15.136,3.5948,West
CA-2016-142902,2016-09-12,Furniture,466.768,52.5114,West
CA-2016-142902,2016-09-12,Furniture,15.232,1.7136,West
CA-2016-142902,2016-09-12,Office Supplies,6.264,2.0358,West
CA-2014-120887,2014-09-27,Furniture,87.54,37.6422,East
CA-2014-167850,2014-08-09,Technology,178.384,22.298,South
CA-2014-167850,2014-08-09,Office Supplies,15.552,5.4432,South
CA-2014-164259,2014-12-28,Office Supplies,99.136,8.6744,East
CA-2014-164973,2014-11-04,Furniture,135.882,24.1568,East
CA-2014-164973,2014-11-04,Technology,3991.98,1995.99,East
CA-2014-164973,2014-11-04,Technology,275.94,80.0226,East
CA-2014-164973,2014-11-04,Technology,360.0,129.6,East
CA-2014-164973,2014-11-04,Office Supplies,43.57,13.071,East
CA-2014-156601,2014-09-19,Office Supplies,7.16,3.58,West
CA-2016-162138,2016-04-23,Office Supplies,251.52,81.744,West
CA-2016-162138,2016-04-23,Technology,99.99,34.9965,West
CA-2017-153339,2017-11-03,Furniture,15.992,0.9995,South
US-2016-141544,2016-08-30,Technology,290.898,-67.8762,East
US-2016-141544,2016-08-30,Office Supplies,54.224,3.389,East
US-2016-141544,2016-08-30,Furniture,786.744,-258.5016,East
US-2016-141544,2016-08-30,Office Supplies,100.24,33.831,East
US-2016-141544,2016-08-30,Office Supplies,37.764,-27.6936,East
US-2016-150147,2016-04-25,Technology,82.8,-20.7,East
US-2016-150147,2016-04-25,Office Supplies,20.724,-13.816,East
US-2016-150147,2016-04-25,Office Supplies,4.896,-3.4272,East
CA-2015-137946,2015-09-01,Office Supplies,4.752,1.6038,West
CA-2015-137946,2015-09-01,Technology,959.984,335.9944,West
CA-2015-137946,2015-09-01,Office Supplies,14.368,4.49,West
CA-2014-129924,2014-07-12,Office Supplies,7.712,2.7956,West
CA-2014-129924,2014-07-12,Furniture,698.352,-17.4588,West
CA-2015-128167,2015-06-22,Office Supplies,4.96,2.3312,West
CA-2014-122336,2014-04-13,Office Supplies,17.856,1.116,East
CA-2014-122336,2014-04-13,Office Supplies,509.97,-407.976,East
CA-2014-122336,2014-04-13,Office Supplies,30.992,10.0724,East
CA-2014-122336,2014-04-13,Technology,71.928,8.3916,East
US-2015-120712,2015-12-20,Office Supplies,88.8,-2.22,Central
CA-2017-169901,2017-06-15,Technology,47.976,4.7976,West
CA-2017-134306,2017-07-08,Office Supplies,7.56,3.0996,East
CA-2017-134306,2017-07-08,Office Supplies,24.56,11.5432,East
CA-2017-134306,2017-07-08,Office Supplies,12.96,4.1472,East
CA-2016-129714,2016-09-01,Technology,6.79,2.3086,East
CA-2016-129714,2016-09-01,Office Supplies,24.56,11.5432,East
CA-2016-129714,2016-09-01,Office Supplies,3.048,1.0668,East
CA-2016-129714,2016-09-01,Office Supplies,49.12,23.0864,East
CA-2016-129714,2016-09-01,Office Supplies,4355.168,1415.4296,East
CA-2016-138520,2016-04-08,Furniture,388.704,-4.8588,East
CA-2016-138520,2016-04-08,Office Supplies,8.26,3.7996,East
CA-2016-138520,2016-04-08,Office Supplies,17.04,6.9864,East
CA-2016-138520,2016-04-08,Office Supplies,34.4,15.824,East
CA-2016-130001,2016-04-23,Office Supplies,36.24,11.325,South
CA-2017-155698,2017-03-08,Office Supplies,647.84,168.4384,South
CA-2017-155698,2017-03-08,Office Supplies,20.7,9.936,South
CA-2017-144904,2017-09-25,Office Supplies,20.7,9.936,East
CA-2017-144904,2017-09-25,Furniture,488.646,86.8704,East
CA-2017-144904,2017-09-25,Office Supplies,5.56,1.4456,East
CA-2017-144904,2017-09-25,Furniture,47.12,20.7328,East
CA-2014-123344,2014-09-24,Office Supplies,211.96,8.4784,West
CA-2016-155516,2016-10-21,Office Supplies,23.2,10.44,East
CA-2016-155516,2016-10-21,Office Supplies,7.36,0.1472,East
CA-2016-155516,2016-10-21,Office Supplies,104.79,29.3412,East
CA-2016-155516,2016-10-21,Furniture,1043.92,271.4192,East
CA-2017-104745,2017-05-29,Office Supplies,25.92,9.396,Central
CA-2017-104745,2017-05-29,Office Supplies,53.424,4.6746,Central
US-2014-119137,2014-07-23,Office Supplies,8.16,-5.712,West
US-2014-119137,2014-07-23,Technology,1023.936,179.1888,West
US-2014-119137,2014-07-23,Office Supplies,9.24,0.924,West
US-2014-119137,2014-07-23,Technology,479.04,-29.94,West
US-2016-134656,2016-09-28,Office Supplies,99.136,30.98,Central
US-2017-134481,2017-08-27,Furniture,1488.424,-297.6848,East
CA-2015-130792,2015-04-28,Office Supplies,8.652,-20.3322,Central
CA-2015-130792,2015-04-28,Office Supplies,23.832,2.6811,Central
CA-2015-130792,2015-04-28,Office Supplies,12.176,-18.8728,Central
CA-2016-134775,2016-10-28,Office Supplies,50.96,25.48,West
CA-2016-134775,2016-10-28,Office Supplies,49.536,17.3376,West
CA-2015-125395,2015-06-26,Technology,41.9,8.799,Central
US-2015-168935,2015-11-27,Furniture,375.4575,-157.0095,South
US-2015-168935,2015-11-27,Technology,83.976,-1.0497,South
CA-2015-122756,2015-12-03,Technology,482.34,-337.638,East
CA-2015-122756,2015-12-03,Furniture,2.96,0.777,East
CA-2014-115973,2014-11-24,Office Supplies,2.624,0.4264,East
CA-2017-101798,2017-12-11,Office Supplies,23.36,7.884,East
CA-2017-101798,2017-12-11,Technology,39.98,13.5932,East
US-2014-135972,2014-09-21,Technology,246.384,27.7182,West
US-2014-135972,2014-09-21,Technology,1799.97,701.9883,West
US-2014-134971,2014-06-07,Office Supplies,12.462,-20.5623,Central
CA-2017-102946,2017-06-30,Office Supplies,75.792,25.5798,West
CA-2017-165603,2017-10-17,Office Supplies,49.96,9.4924,East
CA-2017-165603,2017-10-17,Office Supplies,12.96,6.2208,East
CA-2015-122259,2015-10-31,Office Supplies,70.12,21.036,Central
CA-2016-108987,2016-09-08,Office Supplies,35.952,3.5952,Central
CA-2016-108987,2016-09-08,Furniture,2396.2656,-317.1528,Central
CA-2016-108987,2016-09-08,Office Supplies,131.136,-32.784,Central
CA-2016-108987,2016-09-08,Technology,57.584,0.7198,Central
CA-2014-113166,2014-12-24,Office Supplies,9.568,3.4684,South
CA-2014-155208,2014-04-16,Office Supplies,39.072,9.768,South
CA-2017-117933,2017-12-24,Office Supplies,35.91,9.6957,East
CA-2017-117457,2017-12-08,Technology,179.95,37.7895,West
CA-2017-117457,2017-12-08,Technology,1199.976,434.9913,West
CA-2017-117457,2017-12-08,Office Supplies,27.15,13.3035,West
CA-2017-117457,2017-12-08,Furniture,1004.024,-112.9527,West
CA-2017-117457,2017-12-08,Office Supplies,9.68,4.6464,West
CA-2017-117457,2017-12-08,Office Supplies,28.35,13.608,West
CA-2017-117457,2017-12-08,Office Supplies,55.98,27.4302,West
CA-2017-117457,2017-12-08,Furniture,1336.829,31.4548,West
CA-2017-117457,2017-12-08,Furniture,113.568,-18.4548,West
CA-2017-142636,2017-11-03,Office Supplies,139.86,65.7342,West
CA-2017-142636,2017-11-03,Furniture,307.136,26.8744,West
CA-2017-122105,2017-06-24,Office Supplies,95.92,25.8984,West
CA-2016-148796,2016-04-14,Furniture,383.8,38.38,West
CA-2017-154816,2017-11-06,Office Supplies,5.78,2.8322,South
CA-2017-110478,2017-03-04,Office Supplies,9.32,2.7028,West
CA-2017-110478,2017-03-04,Office Supplies,15.25,7.015,West
CA-2014-142048,2014-06-22,Technology,196.752,56.5662,West
